"Count","Series","Title","Episode","Year","PlexId","imdb","tmdb","tvdb"
884,"TNG-FILMS","Star Trek Nemesis ","4","2002","NULL","NULL","NULL","NULL"
885,"LD","Star Trek Second Contact","1x01","2020","NULL","NULL","NULL","NULL"
886,"LD","Star Trek Envoys","1x02","2020","NULL","NULL","NULL","NULL"
887,"LD","Star Trek Temporal Edict","1x03","2020","NULL","NULL","NULL","NULL"
888,"LD","Star Trek Moist Vessel","1x04","2020","NULL","NULL","NULL","NULL"
889,"LD","Star Trek Cupid's Errant Arrow","1x05","2020","NULL","NULL","NULL","NULL"
890,"LD","Star Trek Terminal Provocations","1x06","2020","NULL","NULL","NULL","NULL"
891,"LD","Star Trek Much Ado About Boimler","1x07","2020","NULL","NULL","NULL","NULL"
892,"LD","Star Trek Veritas","1x08","2020","NULL","NULL","NULL","NULL"
893,"LD","Star Trek Crisis Point","1x09","2020","NULL","NULL","NULL","NULL"
894,"LD","Star Trek No Small Parts","1x10","2020","NULL","NULL","NULL","NULL"
895,"LD","Star Trek Strange Energies","2x01","2021","NULL","NULL","NULL","NULL"
896,"LD","Star Trek Kayshon, His Eyes Open","2x02","2021","NULL","NULL","NULL","NULL"
897,"LD","Star Trek We'll Always Have Tom Paris","2x03","2021","NULL","NULL","NULL","NULL"
898,"LD","Star Trek Mugato, Gumato","2x04","2021","NULL","NULL","NULL","NULL"
899,"LD","Star Trek An Embarrassment of Dooplers","2x05","2021","NULL","NULL","NULL","NULL"
900,"LD","Star Trek The Spy Humongous","2x06","2021","NULL","NULL","NULL","NULL"
901,"LD","Star Trek Where Pleasant Fountains Lie","2x07","2021","NULL","NULL","NULL","NULL"
902,"LD","Star Trek I, Excretus","2x08","2021","NULL","NULL","NULL","NULL"
903,"LD","Star Trek wej Duj","2x09","2021","NULL","NULL","NULL","NULL"
904,"LD","First First Contact","2x10","2021","NULL","NULL","NULL","NULL"
905,"LD","Star Trek Grounded","3x01","2022","NULL","NULL","NULL","NULL"
906,"LD","Star Trek The Least Dangerous Game","3x02","2022","NULL","NULL","NULL","NULL"
907,"LD","Star Trek Mining The Mind's Mines","3x03","2022","NULL","NULL","NULL","NULL"
908,"LD","Star Trek Room For Growth","3x04","2022","NULL","NULL","NULL","NULL"
909,"LD","Star Trek Reflections","3x05","2022","NULL","NULL","NULL","NULL"
910,"LD","Star Trek Hear All, Trust Nothing","3x06","2022","NULL","NULL","NULL","NULL"
911,"LD","Star Trek A Mathematically Perfect Redemption","3x07","2022","NULL","NULL","NULL","NULL"
912,"LD","Star Trek Crisis Point 2: Paradoxus","3x08","2022","NULL","NULL","NULL","NULL"
913,"LD","Star Trek Trusted Sources","3x09","2022","NULL","NULL","NULL","NULL"
914,"LD","Star Trek The Stars at Night","3x10","2022","NULL","NULL","NULL","NULL"
915,"PRO","Lost & Found","1x01","2021","NULL","NULL","NULL","NULL"
916,"PRO","Lost & Found (1)","1x01","2021","NULL","NULL","NULL","NULL"
917,"PRO","Lost & Found (2)","1x02","2021","NULL","NULL","NULL","NULL"
918,"PRO","Lost & Found, Part 1","1x01","2021","NULL","NULL","NULL","NULL"
919,"PRO","Lost & Found, Part 2","1x02","2021","NULL","NULL","NULL","NULL"
920,"PRO","Star Trek Starstruck","1x03","2021","NULL","NULL","NULL","NULL"
921,"PRO","Star Trek Dreamcatcher","1x04","2021","NULL","NULL","NULL","NULL"
922,"PRO","Star Trek Terror Firma","1x05","2021","NULL","NULL","NULL","NULL"
923,"PRO","Star Trek Kobayashi","1x06","2022","NULL","NULL","NULL","NULL"
924,"PRO","Star Trek First Con-tact","1x07","2022","NULL","NULL","NULL","NULL"
925,"PRO","Star Trek Time Amok","1x08","2022","NULL","NULL","NULL","NULL"
926,"PRO","A Moral Star","1x09","2022","NULL","NULL","NULL","NULL"
927,"PRO","A Moral Star (1)","1x09","2022","NULL","NULL","NULL","NULL"
928,"PRO","A Moral Star (2)","1x10","2022","NULL","NULL","NULL","NULL"
929,"PRO","A Moral Star, Part 1","1x09","2022","NULL","NULL","NULL","NULL"
930,"PRO","A Moral Star, Part 2","1x10","2022","NULL","NULL","NULL","NULL"
931,"PRO","Star Trek Asylum","1x11","2022","NULL","NULL","NULL","NULL"
932,"PRO","Star Trek Let Sleeping Borg Lie","1x12","2022","NULL","NULL","NULL","NULL"
933,"PRO","Star Trek All the World's a Stage","1x13","2022","NULL","NULL","NULL","NULL"
934,"PRO","Star Trek Crossroads","1x14","2022","NULL","NULL","NULL","NULL"
935,"PRO","Star Trek Masquerade","1x15","2022","NULL","NULL","NULL","NULL"
936,"PRO","Star Trek Preludes","1x16","2022","NULL","NULL","NULL","NULL"
937,"PRO","Star Trek Ghost in the Machine","1x17","2022","NULL","NULL","NULL","NULL"
938,"PRO","Star Trek Mindwalk","1x18","2022","NULL","NULL","NULL","NULL"
939,"PRO","Supernova","1x19","2022","NULL","NULL","NULL","NULL"
940,"PRO","Supernova (1)","1x19","2022","NULL","NULL","NULL","NULL"
941,"PRO","Supernova (2)","1x20","2022","NULL","NULL","NULL","NULL"
942,"PRO","Supernova, Part 1","1x19","2022","NULL","NULL","NULL","NULL"
943,"PRO","Supernova, Part 2","1x20","2022","NULL","NULL","NULL","NULL"
944,"ALT-FILMS","Star Trek ","1","2009","NULL","NULL","NULL","NULL"
945,"STS","Children of Mars ","2x06","2020","NULL","NULL","NULL","NULL"
946,"PIC","Star Trek Remembrance","1x01","2020","NULL","NULL","NULL","NULL"
947,"PIC","Star Trek Maps and Legends","1x02","2020","NULL","NULL","NULL","NULL"
948,"PIC","Star Trek The End is the Beginning","1x03","2020","NULL","NULL","NULL","NULL"
949,"PIC","Star Trek Absolute Candor","1x04","2020","NULL","NULL","NULL","NULL"
950,"PIC","Star Trek Stardust City Rag","1x05","2020","NULL","NULL","NULL","NULL"
951,"PIC","Star Trek The Impossible Box","1x06","2020","NULL","NULL","NULL","NULL"
952,"PIC","Star Trek Nepenthe","1x07","2020","NULL","NULL","NULL","NULL"
953,"PIC","Star Trek Broken Pieces","1x08","2020","NULL","NULL","NULL","NULL"
954,"PIC","Et in Arcadia Ego","1x09","2020","NULL","NULL","NULL","NULL"
955,"PIC","Et in Arcadia Ego (1)","1x09","2020","NULL","NULL","NULL","NULL"
956,"PIC","Et in Arcadia Ego (2)","1x10","2020","NULL","NULL","NULL","NULL"
957,"PIC","Et in Arcadia Ego, Part 1","1x09","2020","NULL","NULL","NULL","NULL"
958,"PIC","Et in Arcadia Ego, Part 2","1x10","2020","NULL","NULL","NULL","NULL"
959,"PIC","Star Trek The Star Gazer","2x01","2022","NULL","NULL","NULL","NULL"
960,"PIC","Star Trek Penance","2x02","2022","NULL","NULL","NULL","NULL"
961,"PIC","Star Trek Assimilation","2x03","2022","NULL","NULL","NULL","NULL"
962,"PIC","Star Trek Watcher","2x04","2022","NULL","NULL","NULL","NULL"
963,"PIC","Star Trek Fly Me to the Moon","2x05","2022","NULL","NULL","NULL","NULL"
964,"PIC","Star Trek Two of One","2x06","2022","NULL","NULL","NULL","NULL"
965,"PIC","Star Trek Monsters","2x07","2022","NULL","NULL","NULL","NULL"
966,"PIC","Mercy","2x08","2022","NULL","NULL","NULL","NULL"
967,"PIC","Star Trek Hide and Seek","2x09","2022","NULL","NULL","NULL","NULL"
968,"PIC","Star Trek Farewell","2x10","2022","NULL","NULL","NULL","NULL"
969,"VOY","Star Trek Living Witness","4x23","1998","NULL","NULL","NULL","NULL"
970,"DIS","Star Trek That Hope Is You","3x01","2020","NULL","NULL","NULL","NULL"
971,"DIS","Star Trek Far from Home","3x02","2020","NULL","NULL","NULL","NULL"
972,"DIS","Star Trek People of Earth","3x03","2020","NULL","NULL","NULL","NULL"
973,"DIS","Star Trek Forget Me Not","3x04","2020","NULL","NULL","NULL","NULL"
974,"DIS","Star Trek Die Trying","3x05","2020","NULL","NULL","NULL","NULL"
975,"DIS","Star Trek Scavengers","3x06","2020","NULL","NULL","NULL","NULL"
976,"DIS","Star Trek Unification III","3x07","2020","NULL","NULL","NULL","NULL"
977,"DIS","Star Trek The Sanctuary","3x08","2020","NULL","NULL","NULL","NULL"
978,"DIS","Terra Firma","3x09","2020","NULL","NULL","NULL","NULL"
979,"DIS","Terra Firma (1)","3x09","2020","NULL","NULL","NULL","NULL"
980,"DIS","Terra Firma (2)","3x10","2020","NULL","NULL","NULL","NULL"
981,"DIS","Terra Firma, Part 1","3x09","2020","NULL","NULL","NULL","NULL"
982,"DIS","Terra Firma, Part 2","3x10","2020","NULL","NULL","NULL","NULL"
983,"DIS","Star Trek Su'Kal","3x11","2020","NULL","NULL","NULL","NULL"
984,"DIS","Star Trek There is a Tide…","3x12","2020","NULL","NULL","NULL","NULL"
985,"DIS","Star Trek That Hope Is You","3x13","2021","NULL","NULL","NULL","NULL"
986,"DIS","Star Trek Kobayashi Maru","4x01","2021","NULL","NULL","NULL","NULL"
987,"DIS","Star Trek Anomaly","4x02","2021","NULL","NULL","NULL","NULL"
988,"DIS","Star Trek Choose to Live","4x03","2021","NULL","NULL","NULL","NULL"
989,"DIS","Star Trek All Is Possible","4x04","2021","NULL","NULL","NULL","NULL"
990,"DIS","Star Trek The Examples","4x05","2021","NULL","NULL","NULL","NULL"
991,"DIS","Star Trek Stormy Weather","4x06","2021","NULL","NULL","NULL","NULL"
992,"DIS","Star Trek …But to Connect","4x07","2021","NULL","NULL","NULL","NULL"
993,"DIS","Star Trek All In","4x08","2022","NULL","NULL","NULL","NULL"
994,"DIS","Star Trek Rubicon","4x09","2022","NULL","NULL","NULL","NULL"
995,"DIS","Star Trek The Galactic Barrier","4x10","2022","NULL","NULL","NULL","NULL"
996,"DIS","Star Trek Rosetta","4x11","2022","NULL","NULL","NULL","NULL"
997,"DIS","Star Trek Species Ten-C","4x12","2022","NULL","NULL","NULL","NULL"
998,"DIS","Star Trek Coming Home","4x13","2022","NULL","NULL","NULL","NULL"
999,"STS","Star Trek Calypso ","1x02","2018","NULL","NULL","NULL","NULL"
